"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2014","Slovenia","Sickness/Health care","Euro per inhabitant","1,320.45","p"
"2014","Slovenia","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","1,283.97","p"
"2014","Slovenia","Sickness/Health care","Million units of national currency","2,722.74","p"
"2014","Slovenia","Sickness/Health care","Percentage of gross domestic product (GDP)","7.3","p"
"2014","Slovenia","Sickness/Health care","Percentage of total expenditure","30.28","p"
"2014","Slovakia","Total expenditure","Million euro","14,046.18","p"
"2014","Slovakia","Total expenditure","Million euro (at constant 2010 prices)","12,918.52","p"
"2014","Slovakia","Total expenditure","Euro per inhabitant","2,592.19","p"
"2014","Slovakia","Total expenditure","Euro per inhabitant (at constant 2010 prices)","2,384.09","p"
"2014","Slovakia","Total expenditure","Million units of national currency","14,046.18","p"
"2014","Slovakia","Total expenditure","Percentage of gross domestic product (GDP)","18.5","p"
"2014","Slovakia","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","Slovakia","Social protection benefits","Million euro","13,660.68","p"
"2014","Slovakia","Social protection benefits","Million euro (at constant 2010 prices)","12,563.97","p"
"2014","Slovakia","Social protection benefits","Euro per inhabitant","2,521.05","p"
"2014","Slovakia","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","2,318.65","p"
"2014","Slovakia","Social protection benefits","Million units of national currency","13,660.68","p"
"2014","Slovakia","Social protection benefits","Percentage of gross domestic product (GDP)","18.0","p"
"2014","Slovakia","Social protection benefits","Percentage of total expenditure","97.26","p"
"2014","Slovakia","Administration costs","Million euro","366.51","p"
"2014","Slovakia","Administration costs","Million euro (at constant 2010 prices)","337.09","p"
"2014","Slovakia","Administration costs","Euro per inhabitant","67.64","p"
"2014","Slovakia","Administration costs","Euro per inhabitant (at constant 2010 prices)","62.21","p"
"2014","Slovakia","Administration costs","Million units of national currency","366.51","p"
"2014","Slovakia","Administration costs","Percentage of gross domestic product (GDP)","0.5","p"
"2014","Slovakia","Administration costs","Percentage of total expenditure","2.61","p"
"2014","Slovakia","Other expenditure","Million euro","18.99","p"
"2014","Slovakia","Other expenditure","Million euro (at constant 2010 prices)","17.46","p"
"2014","Slovakia","Other expenditure","Euro per inhabitant","3.50","p"
"2014","Slovakia","Other expenditure","Euro per inhabitant (at constant 2010 prices)","3.22","p"
"2014","Slovakia","Other expenditure","Million units of national currency","18.99","p"
"2014","Slovakia","Other expenditure","Percentage of gross domestic product (GDP)","0.0","p"
"2014","Slovakia","Other expenditure","Percentage of total expenditure","0.14","p"
"2014","Slovakia","Sickness/Health care","Million euro","4,224.10","p"
"2014","Slovakia","Sickness/Health care","Million euro (at constant 2010 prices)","3,884.98","p"
"2014","Slovakia","Sickness/Health care","Euro per inhabitant","779.55","p"
"2014","Slovakia","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","716.97","p"
"2014","Slovakia","Sickness/Health care","Million units of national currency","4,224.10","p"
"2014","Slovakia","Sickness/Health care","Percentage of gross domestic product (GDP)","5.6","p"
"2014","Slovakia","Sickness/Health care","Percentage of total expenditure","30.07","p"
"2014","Finland","Total expenditure","Million euro","65,552.72",""
"2014","Finland","Total expenditure","Million euro (at constant 2010 prices)","59,120.95",""
"2014","Finland","Total expenditure","Euro per inhabitant","12,002.67",""
"2014","Finland","Total expenditure","Euro per inhabitant (at constant 2010 prices)","10,825.01",""
"2014","Finland","Total expenditure","Million units of national currency","65,552.72",""
"2014","Finland","Total expenditure","Percentage of gross domestic product (GDP)","31.9",""
"2014","Finland","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Finland","Social protection benefits","Million euro","63,915.93",""
"2014","Finland","Social protection benefits","Million euro (at constant 2010 prices)","57,644.76",""
"2014","Finland","Social protection benefits","Euro per inhabitant","11,702.97",""
"2014","Finland","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","10,554.73",""
"2014","Finland","Social protection benefits","Million units of national currency","63,915.93",""
"2014","Finland","Social protection benefits","Percentage of gross domestic product (GDP)","31.1",""
"2014","Finland","Social protection benefits","Percentage of total expenditure","97.50",""
"2014","Finland","Administration costs","Million euro","1,636.78",""
"2014","Finland","Administration costs","Million euro (at constant 2010 prices)","1,476.19",""
"2014","Finland","Administration costs","Euro per inhabitant","299.69",""
"2014","Finland","Administration costs","Euro per inhabitant (at constant 2010 prices)","270.29",""
"2014","Finland","Administration costs","Million units of national currency","1,636.78",""
"2014","Finland","Administration costs","Percentage of gross domestic product (GDP)","0.8",""
"2014","Finland","Administration costs","Percentage of total expenditure","2.50",""
"2014","Finland","Other expenditure","Million euro","0.00",""
"2014","Finland","Other expenditure","Million euro (at constant 2010 prices)","0.00",""
"2014","Finland","Other expenditure","Euro per inhabitant","0.00",""
"2014","Finland","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00",""
"2014","Finland","Other expenditure","Million units of national currency","0.00",""
"2014","Finland","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Finland","Other expenditure","Percentage of total expenditure","0.00",""
"2014","Finland","Sickness/Health care","Million euro","15,349.81",""
"2014","Finland","Sickness/Health care","Million euro (at constant 2010 prices)","13,843.75",""
"2014","Finland","Sickness/Health care","Euro per inhabitant","2,810.54",""
"2014","Finland","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,534.78",""
"2014","Finland","Sickness/Health care","Million units of national currency","15,349.81",""
"2014","Finland","Sickness/Health care","Percentage of gross domestic product (GDP)","7.5",""
"2014","Finland","Sickness/Health care","Percentage of total expenditure","23.42",""
"2014","Sweden","Total expenditure","Million euro","127,871.30","p"
"2014","Sweden","Total expenditure","Million euro (at constant 2010 prices)","114,630.35","p"
"2014","Sweden","Total expenditure","Euro per inhabitant","13,187.90","p"
"2014","Sweden","Total expenditure","Euro per inhabitant (at constant 2010 prices)","11,822.30","p"
"2014","Sweden","Total expenditure","Million units of national currency","1,163,437.00","p"
"2014","Sweden","Total expenditure","Percentage of gross domestic product (GDP)","29.6","p"
"2014","Sweden","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","Sweden","Social protection benefits","Million euro","125,408.80","p"
"2014","Sweden","Social protection benefits","Million euro (at constant 2010 prices)","112,422.84","p"
"2014","Sweden","Social protection benefits","Euro per inhabitant","12,933.93","p"
"2014","Sweden","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","11,594.63","p"
"2014","Sweden","Social protection benefits","Million units of national currency","1,141,032.00","p"
"2014","Sweden","Social protection benefits","Percentage of gross domestic product (GDP)","29.0","p"
"2014","Sweden","Social protection benefits","Percentage of total expenditure","98.07","p"
"2014","Sweden","Administration costs","Million euro","2,462.49","p"
"2014","Sweden","Administration costs","Million euro (at constant 2010 prices)","2,207.50","p"
"2014","Sweden","Administration costs","Euro per inhabitant","253.97","p"
"2014","Sweden","Administration costs","Euro per inhabitant (at constant 2010 prices)","227.67","p"
"2014","Sweden","Administration costs","Million units of national currency","22,405.00","p"
"2014","Sweden","Administration costs","Percentage of gross domestic product (GDP)","0.6","p"
"2014","Sweden","Administration costs","Percentage of total expenditure","1.93","p"
"2014","Sweden","Other expenditure","Million euro","0.00","p"
"2014","Sweden","Other expenditure","Million euro (at constant 2010 prices)","0.00","p"
"2014","Sweden","Other expenditure","Euro per inhabitant","0.00","p"
"2014","Sweden","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00","p"
"2014","Sweden","Other expenditure","Million units of national currency","0.00","p"
"2014","Sweden","Other expenditure","Percentage of gross domestic product (GDP)","0.0","p"
"2014","Sweden","Other expenditure","Percentage of total expenditure","0.00","p"
"2014","Sweden","Sickness/Health care","Million euro","32,589.99","p"
"2014","Sweden","Sickness/Health care","Million euro (at constant 2010 prices)","29,215.33","p"
"2014","Sweden","Sickness/Health care","Euro per inhabitant","3,361.14","p"
"2014","Sweden","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","3,013.10","p"
"2014","Sweden","Sickness/Health care","Million units of national currency","296,520.00","p"
"2014","Sweden","Sickness/Health care","Percentage of gross domestic product (GDP)","7.5","p"
"2014","Sweden","Sickness/Health care","Percentage of total expenditure","25.49","p"
"2014","United Kingdom","Total expenditure","Million euro","619,930.37","p"
"2014","United Kingdom","Total expenditure","Million euro (at constant 2010 prices)","539,135.52","p"
"2014","United Kingdom","Total expenditure","Euro per inhabitant","9,594.49","p"
"2014","United Kingdom","Total expenditure","Euro per inhabitant (at constant 2010 prices)","8,344.05","p"
"2014","United Kingdom","Total expenditure","Million units of national currency","499,738.27","p"
"2014","United Kingdom","Total expenditure","Percentage of gross domestic product (GDP)","27.4","p"
"2014","United Kingdom","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","United Kingdom","Social protection benefits","Million euro","613,941.96","p"
"2014","United Kingdom","Social protection benefits","Million euro (at constant 2010 prices)","533,927.57","p"
"2014","United Kingdom","Social protection benefits","Euro per inhabitant","9,501.81","p"
"2014","United Kingdom","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","8,263.45","p"
"2014","United Kingdom","Social protection benefits","Million units of national currency","494,910.89","p"
"2014","United Kingdom","Social protection benefits","Percentage of gross domestic product (GDP)","27.2","p"
"2014","United Kingdom","Social protection benefits","Percentage of total expenditure","99.03","p"
"2014","United Kingdom","Administration costs","Million euro","5,988.41","p"
"2014","United Kingdom","Administration costs","Million euro (at constant 2010 prices)","5,207.94","p"
