"TIME","GEO","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","25.6",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","20.3",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","31.8",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","45.4",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","29.3",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","25.8",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","22.7",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","30.0",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","22.6",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","8.0",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.3",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","29.0",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","22.1",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","8.9",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.0",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","31.1",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","23.1",""
"2013","Iceland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","7.1",""
"2013","Norway","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","26.0",""
"2013","Norway","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","29.0",""
"2013","Norway","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","26.3",""
"2013","Norway","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","19.9",""
"2013","Norway","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.8",""
