"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","20.0",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","17.9",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","35.8",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.6",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","20.8",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","19.0",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","21.0",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","23.3",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","19.1",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","16.9",""
"2015","Estonia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","43.3",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","16.3",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","17.9",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","16.0",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","14.2",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","16.1",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","17.5",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","16.1",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","13.1",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.4",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","18.4",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","15.9",""
"2015","Ireland","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","15.2",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","21.4",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","26.6",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","22.5",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","13.7",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.5",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","26.9",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","22.9",""
"2015","Greece","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","11.9",""
